Id,Predicted
5632933,0.0
1082972,0.0
4387691,0.0
3121016,0.0
6616536,0.0
3667430,0.0
2928637,0.0
2127303,0.0
3001888,0.0
1554410,0.0
3111136,0.0
2288150,0.0
3145803,0.0
8097798,0.0
2081584,0.0
1302820,0.0
1474713,0.0
5988496,0.0
8696222,0.0
5492987,0.0
3790962,0.0
6947798,0.0
8374408,0.0
4065995,0.0
8727034,0.0
9320506,0.0
2800638,0.0
7298100,0.0
6780965,0.0
3155206,0.0
1817178,0.0
9304766,0.0
1079608,0.0
3025532,0.0
4858813,0.0
4243056,0.0
7951954,0.0
3980986,0.0
3301421,0.0
5999090,0.0
8434626,0.0
4871896,0.0
1000956,0.0
8337945,0.0
3909790,0.0
9296341,0.0
8866800,0.0
1337336,0.0
9426274,0.0
9171210,0.0
6971772,0.0
9104863,0.0
4373525,0.0
1914315,0.0
3024917,0.0
4814304,0.0
5204663,0.0
4029320,0.0
8028881,0.0
4349026,0.0
2385483,0.0
7105849,0.0
6187658,0.0
9339186,0.0
7208336,0.0
3611313,0.0
7233632,0.0
5702194,0.0
1706364,0.0
3881051,0.0
9871827,0.0
2922817,0.0
8784456,0.0
1358770,0.0
8473188,0.0
1121365,0.0
7107389,0.0
1257748,0.0
7829069,0.0
1156727,0.0
4247037,0.0
2147987,0.0
1856370,0.0
3028871,0.0
8362896,0.0
2310227,0.0
9499671,0.0
1982436,0.0
8861810,0.0
1615248,0.0
3179609,0.0
3557389,0.0
4868718,0.0
2274525,0.0
9843709,0.0
5500115,0.0
4904034,0.0
3455373,0.0
8856793,0.0
1485872,0.0
2881967,0.0
5716082,0.0
7810123,0.0
5993573,0.0
5695430,0.0
4730682,0.0
1921086,0.0
9107418,0.0
9373327,0.0
5656947,0.0
2283459,0.0
6167219,0.0
1963808,0.0
7427961,0.0
6815409,0.0
5461711,0.0
1254366,0.0
7102864,0.0
2402696,0.0
3753533,0.0
6478395,0.0
4428880,0.0
7488329,0.0
9780636,0.0
9135671,0.0
1908916,0.0
3165652,0.0
5903910,0.0
3667180,0.0
2235146,0.0
5020707,0.0
5884511,0.0
4920846,0.0
6707439,0.0
4668969,0.0
3730196,0.0
3994345,0.0
1997149,0.0
6545487,0.0
5527679,0.0
7701215,0.0
3918896,0.0
1664358,0.0
6715410,0.0
1103912,0.0
4851158,0.0
2152684,0.0
1594764,0.0
7577229,0.0
2721313,0.0
1519045,0.0
8190297,0.0
1266214,0.0
9712990,0.0
2870353,0.0
3859873,0.0
7332885,0.0
6038131,0.0
3045907,0.0
9896933,0.0
3647164,0.0
4877227,0.0
5604508,0.0
5338593,0.0
5411364,0.0
8671153,0.0
2095436,0.0
5336825,0.0
5568386,0.0
8860939,0.0
6760835,0.0
9930767,0.0
1051472,0.0
5081373,0.0
9571052,0.0
9946736,0.0
8523812,0.0
1205744,0.0
6630608,0.0
1155461,0.0
4831219,0.0
1954287,0.0
9090825,0.0
1869385,0.0
2334742,0.0
8421124,0.0
7823213,0.0
8218313,0.0
9172983,0.0
4657263,0.0
3262380,0.0
9022948,0.0
1474472,0.0
5379219,0.0
7224311,0.0
3753101,0.0
4233080,0.0
3369815,0.0
4204576,0.0
5113367,0.0
3177373,0.0
6099480,0.0
4697007,0.0
7994823,0.0
8346307,0.0
4208513,0.0
6710259,0.0
3783311,0.0
1907401,0.0
1832742,0.0
8875814,0.0
8851651,0.0
8493161,0.0
6978995,0.0
9617239,0.0
9952702,0.0
4258995,0.0
5338184,0.0
7597042,0.0
9477831,0.0
2735861,0.0
2551405,0.0
3229688,0.0
4414071,0.0
8637753,0.0
3265979,0.0
5355298,0.0
2548602,0.0
3990644,0.0
1759709,0.0
7092740,0.0
5318639,0.0
1689425,0.0
4172910,0.0
1390236,0.0
9358155,0.0
4409258,0.0
7653472,0.0
7432350,0.0
6870045,0.0
1755030,0.0
3870403,0.0
6680110,0.0
6967726,0.0
5495402,0.0
7850956,0.0
4033912,0.0
8493226,0.0
7376468,0.0
4474952,0.0
9536726,0.0
6313730,0.0
5289087,0.0
2901355,0.0
3370299,0.0
5798117,0.0
5642857,0.0
7873642,0.0
2711789,0.0
3736713,0.0
7197972,0.0
3411077,0.0
4400864,0.0
2203981,0.0
7596255,0.0
2113110,0.0
5224761,0.0
5867953,0.0
6639513,0.0
8196563,0.0
4246435,0.0
7853386,0.0
4789919,0.0
8557873,0.0
4504972,0.0
5160186,0.0
6012285,0.0
1987858,0.0
8419345,0.0
2510364,0.0
9692305,0.0
1194077,0.0
8143283,0.0
1967089,0.0
9356717,0.0
2532657,0.0
5479380,0.0
8668951,0.0
3916395,0.0
5130467,0.0
6572469,0.0
3226653,0.0
5873854,0.0
1537945,0.0
6913492,0.0
4298499,0.0
9353457,0.0
3313186,0.0
4429889,0.0
1225942,0.0
9331904,0.0
2612410,0.0
7717077,0.0
1257455,0.0
2129391,0.0
2471279,0.0
6507047,0.0
2950521,0.0
2268401,0.0
1498557,0.0
4596635,0.0
3035109,0.0
7969249,0.0
5246214,0.0
1152380,0.0
5546304,0.0
3334562,0.0
4842800,0.0
4627646,0.0
1391525,0.0
3218650,0.0
9159969,0.0
4147768,0.0
2445360,0.0
9754665,0.0
8085983,0.0
8021811,0.0
1262087,0.0
9330507,0.0
4278491,0.0
1524124,0.0
3106339,0.0
5424915,0.0
6531401,0.0
2695295,0.0
5183711,0.0
6690065,0.0
7488080,0.0
2645020,0.0
7435358,0.0
4549753,0.0
1392832,0.0
5965773,0.0
2298515,0.0
9653619,0.0
7170640,0.0
2950081,0.0
1566207,0.0
9216511,0.0
8822052,0.0
3263316,0.0
8666513,0.0
8682433,0.0
8738596,0.0
7646783,0.0
8232378,0.0
3133486,0.0
4764970,0.0
2905923,0.0
5895414,0.0
2345851,0.0
8797996,0.0
9151055,0.0
9780446,0.0
3021730,0.0
3217069,0.0
3044370,0.0
7147944,0.0
1290640,0.0
7138945,0.0
4761041,0.0
7807946,0.0
3594149,0.0
4612888,0.0
3071936,0.0
9572463,0.0
5825753,0.0
9968166,0.0
3265413,0.0
1641635,0.0
6256837,0.0
7119274,0.0
7915207,0.0
8240481,0.0
1193117,0.0
1322220,0.0
9628036,0.0
1554437,0.0
4244837,0.0
6297115,0.0
3180783,0.0
7371004,0.0
7558008,0.0
5323076,0.0
6542934,0.0
1925134,0.0
1545330,0.0
7710890,0.0
1324193,0.0
5391334,0.0
4222541,0.0
3418879,0.0
2790800,0.0
4379130,0.0
4217419,0.0
7291217,0.0
7790075,0.0
6021362,0.0
1908922,0.0
4398442,0.0
8547727,0.0
6238846,0.0
3783699,0.0
2431592,0.0
3266105,0.0
5110356,0.0
4170565,0.0
7004933,0.0
4404226,0.0
1651650,0.0
1792670,0.0
8510664,0.0
5728231,0.0
4233798,0.0
3367076,0.0
1234936,0.0
3357680,0.0
3892464,0.0
6812522,0.0
9162943,0.0
2138932,0.0
3189024,0.0
5013517,0.0
5651183,0.0
2882173,0.0
6231992,0.0
5335802,0.0
7632073,0.0
8327326,0.0
4248068,0.0
2466353,0.0
2846336,0.0
4156324,0.0
2222704,0.0
8978076,0.0
7549000,0.0
9161413,0.0
4396508,0.0
3796359,0.0
2578851,0.0
8959034,0.0
3100631,0.0
2824799,0.0
2852303,0.0
1328947,0.0
6603021,0.0
1377303,0.0
9686926,0.0
2005533,0.0
9686311,0.0
1627681,0.0
5334968,0.0
6221138,0.0
5170106,0.0
5576595,0.0
5439127,0.0
4875479,0.0
3464120,0.0
4987278,0.0
8180183,0.0
6839727,0.0
3122398,0.0
9786952,0.0
9544768,0.0
2215604,0.0
3320238,0.0
9687697,0.0
8472746,0.0
4746289,0.0
6689624,0.0
5477192,0.0
2914841,0.0
5382435,0.0
9422232,0.0
8279852,0.0
2403915,0.0
8823595,0.0
5200757,0.0
9159546,0.0
5759774,0.0
6192433,0.0
4593614,0.0
3634533,0.0
2951152,0.0
7372069,0.0
5778133,0.0
7083878,0.0
7872174,0.0
8548563,0.0
5321289,0.0
3748563,0.0
2830932,0.0
3345078,0.0
8598769,0.0
7095833,0.0
9070987,0.0
2488845,0.0
2267839,0.0
8857357,0.0
6528210,0.0
8535581,0.0
8927047,0.0
1490858,0.0
8353334,0.0
6864281,0.0
8740019,0.0
8969723,0.0
7158815,0.0
1589589,0.0
3966339,0.0
5935665,0.0
5055625,0.0
1405699,0.0
6022566,0.0
6051847,0.0
3348185,0.0
5428331,0.0
5804656,0.0
7312243,0.0
6688311,0.0
8678132,0.0
4882142,0.0
4413077,0.0
9148405,0.0
6251115,0.0
7258992,0.0
6478640,0.0
8289757,0.0
1366508,0.0
1934709,0.0
1272518,0.0
6273878,0.0
8364505,0.0
3884759,0.0
6784688,0.0
1416067,0.0
9344118,0.0
5285000,0.0
5211460,0.0
6055596,0.0
7308594,0.0
9861109,0.0
7637034,0.0
7541606,0.0
2282035,0.0
1299556,0.0
4706564,0.0
7820130,0.0
6816578,0.0
2000194,0.0
9846306,0.0
6918221,0.0
4586557,0.0
7823146,0.0
1789451,0.0
1043763,0.0
5633721,0.0
8732694,0.0
3480304,0.0
3307608,0.0
8330690,0.0
2613250,0.0
9876924,0.0
5318987,0.0
9642197,0.0
4610211,0.0
7389357,0.0
6365610,0.0
7002272,0.0
7889552,0.0
7560781,0.0
6042516,0.0
4859800,0.0
9701938,0.0
2153629,0.0
9420379,0.0
3524895,0.0
5919321,0.0
2029695,0.0
5281921,0.0
6876919,0.0
4661524,0.0
5358281,0.0
1410742,0.0
4966725,0.0
2637888,0.0
8638703,0.0
2001656,0.0
6617105,0.0
8902640,0.0
7549869,0.0
1646852,0.0
9179723,0.0
3015126,0.0
3054568,0.0
4265486,0.0
3145882,0.0
9920079,0.0
6141959,0.0
1216162,0.0
8473067,0.0
8589609,0.0
8154471,0.0
8220067,0.0
1453862,0.0
8603517,0.0
4423552,0.0
5427032,0.0
4494406,0.0
7292962,0.0
6333468,0.0
4413250,0.0
5233321,0.0
4299943,0.0
9452310,0.0
7770489,0.0
2166344,0.0
1188371,0.0
1685486,0.0
5963960,0.0
9412844,0.0
5651291,0.0
7116062,0.0
1839916,0.0
9302153,0.0
1642392,0.0
8841595,0.0
8644898,0.0
2340431,0.0
3480336,0.0
8080293,0.0
4022154,0.0
1798285,0.0
7376417,0.0
3039602,0.0
2500326,0.0
2131750,0.0
4190396,0.0
2493273,0.0
8685412,0.0
5125058,0.0
4336736,0.0
8848300,0.0
3941212,0.0
6495661,0.0
8453501,0.0
1224625,0.0
7271066,0.0
6026213,0.0
9962129,0.0
5412575,0.0
4715277,0.0
5374251,0.0
9266927,0.0
9722847,0.0
1784188,0.0
8736068,0.0
6427320,0.0
7958775,0.0
4825377,0.0
5852789,0.0
2034074,0.0
8584064,0.0
4419741,0.0
7048166,0.0
7791150,0.0
6914716,0.0
3705443,0.0
5862306,0.0
4915941,0.0
9729240,0.0
1251721,0.0
5886501,0.0
7297423,0.0
1720082,0.0
8891569,0.0
4774463,0.0
6368047,0.0
9243808,0.0
1293084,0.0
1578722,0.0
7276667,0.0
9404438,0.0
5871835,0.0
8364407,0.0
3993833,0.0
6436658,0.0
5151481,0.0
6664898,0.0
4575038,0.0
7577162,0.0
9724582,0.0
3985495,0.0
7172095,0.0
9278935,0.0
5643176,0.0
7942293,0.0
2346917,0.0
9018383,0.0
6369110,0.0
9024296,0.0
9589596,0.0
9817873,0.0
2928977,0.0
6439886,0.0
4133839,0.0
6358874,0.0
7244551,0.0
5950755,0.0
9369967,0.0
8311526,0.0
6502407,0.0
7564446,0.0
4984731,0.0
6034024,0.0
4597564,0.0
8436856,0.0
5910661,0.0
9268089,0.0
7541923,0.0
8019319,0.0
5184977,0.0
5050931,0.0
3614007,0.0
5077138,0.0
4766273,0.0
3654349,0.0
1974981,0.0
9222313,0.0
9083349,0.0
2863772,0.0
7112191,0.0
4636406,0.0
2137855,0.0
7927486,0.0
7344516,0.0
2500634,0.0
5051324,0.0
1366237,0.0
8579864,0.0
2990133,0.0
6807596,0.0
1756607,0.0
3615042,0.0
5651179,0.0
6502675,0.0
9463639,0.0
9735907,0.0
6045938,0.0
6053796,0.0
5733943,0.0
2487887,0.0
4735785,0.0
7511542,0.0
8800439,0.0
5241294,0.0
4734754,0.0
5797944,0.0
8163105,0.0
6220522,0.0
3071093,0.0
5390154,0.0
2795710,0.0
6251564,0.0
7903285,0.0
8265743,0.0
2241229,0.0
8289363,0.0
3103702,0.0
1687602,0.0
7266275,0.0
1317369,0.0
7841375,0.0
1070812,0.0
1476724,0.0
9248978,0.0
9577946,0.0
9451167,0.0
8412660,0.0
7988987,0.0
3958210,0.0
6725688,0.0
2921722,0.0
7643358,0.0
3893504,0.0
9019253,0.0
1882418,0.0
8291057,0.0
9260734,0.0
4145779,0.0
4075156,0.0
4598390,0.0
4527672,0.0
2420505,0.0
3846700,0.0
3099235,0.0
7519757,0.0
7188259,0.0
3094638,0.0
2304386,0.0
7031647,0.0
7687225,0.0
9921073,0.0
4871588,0.0
8291212,0.0
2359681,0.0
5814633,0.0
4596268,0.0
5529480,0.0
9837989,0.0
9098267,0.0
1559379,0.0
9423353,0.0
3979302,0.0
2810387,0.0
5702573,0.0
7642348,0.0
4051490,0.0
9514714,0.0
5345229,0.0
3407630,0.0
1744729,0.0
8097158,0.0
9265684,0.0
5677514,0.0
6755906,0.0
7749257,0.0
8962633,0.0
8348814,0.0
4504959,0.0
3235013,0.0
4767248,0.0
9722112,0.0
5310982,0.0
2997795,0.0
3221893,0.0
6218728,0.0
8485472,0.0
6006407,0.0
4700073,0.0
1559967,0.0
3374506,0.0
3828429,0.0
6244402,0.0
8930064,0.0
1372131,0.0
1226073,0.0
2934473,0.0
5987282,0.0
2458604,0.0
6910929,0.0
6451733,0.0
2369052,0.0
3513636,0.0
3624841,0.0
9997253,0.0
9521755,0.0
9193757,0.0
4842010,0.0
8126765,0.0
7364073,0.0
1184175,0.0
3302729,0.0
5085071,0.0
8927807,0.0
2299386,0.0
7862504,0.0
8570547,0.0
9507883,0.0
1781562,0.0
4830577,0.0
8363545,0.0
8565821,0.0
6806341,0.0
8107193,0.0
4560299,0.0
7199987,0.0
3453564,0.0
1438849,0.0
1202948,0.0
6752292,0.0
9105276,0.0
9383901,0.0
6293357,0.0
8083900,0.0
7378419,0.0
1058135,0.0
8089861,0.0
2631764,0.0
2612674,0.0
8447531,0.0
9380778,0.0
8142736,0.0
4179149,0.0
7555369,0.0
4142560,0.0
9612629,0.0
1653313,0.0
4000703,0.0
3835434,0.0
1098235,0.0
5147136,0.0
8254039,0.0
4373284,0.0
5387990,0.0
2830459,0.0
9484589,0.0
7068818,0.0
7943931,0.0
8578451,0.0
2084947,0.0
4196369,0.0
2620117,0.0
7423557,0.0
6381406,0.0
3716364,0.0
1815460,0.0
8196168,0.0
4224955,0.0
2171716,0.0
4571945,0.0
8522673,0.0
1534047,0.0
1753089,0.0
7139042,0.0
1969728,0.0
9081138,0.0
1331405,0.0
7466769,0.0
5953692,0.0
2466743,0.0
6314556,0.0
1399773,0.0
5341796,0.0
8020780,0.0
6785837,0.0
7835447,0.0
9293074,0.0
8218278,0.0
6721819,0.0
5124650,0.0
6569625,0.0
9876185,0.0
9022030,0.0
2640528,0.0
1114602,0.0
6934039,0.0
3616311,0.0
