Id,Actual
4228455,3.3958335657
1368881,1.5072554689
4723929,1.7425080060
1205053,1.4173497102
5756340,3.0724555668
2760184,2.3092083824
7884022,3.5193266704
8496770,0.4156181430
6874776,1.5872297213
8727296,0.0041762166
4916151,0.6302171806
7518896,1.6476224130
7531242,2.2117816660
6611269,0.3245304355
5670666,0.0183302419
3891236,0.0004633612
8165845,2.1541951887
6846760,2.3454130087
7461279,0.6134328226
3290494,1.6561510160
7544004,1.5857840520
8302166,2.4920317449
2729568,1.2670436350
8311930,3.1217347136
1371146,2.5235927648
5565608,1.3414397278
8555438,1.4115756620
6705059,2.1008801088
9735429,1.2887844134
7177473,1.2907235871
2398633,1.3907219539
7393461,1.4387806950
6662242,2.3223663110
4906327,3.4020162879
2368993,0.8927174283
6514207,1.4425913709
5236123,1.7391246619
7004683,4.1598963023
7837741,2.4982419764
5245070,2.1524651285
2288027,1.6931012143
7515275,1.3133131851
9254448,1.7838920389
3929680,0.0010948263
6437585,1.6649682901
4495592,2.2827573072
6987021,2.2747480770
9346236,1.0310503327
1176864,0.0052092494
8024866,1.4386344077
6076592,1.7336219087
6392828,1.2301579887
5522994,1.5058770536
1962503,0.0074627158
1948608,1.2239390287
2838716,3.0431857244
6719311,1.3090097475
4963872,1.3522250466
8924790,2.4440254324
6742722,0.0017063773
2695072,2.0156255269
9917735,1.5405490471
6987908,2.8374018850
6910229,0.0005691316
1644242,3.4241560242
6243801,0.0012946859
6429244,2.2331002684
4698874,1.4552060458
6903283,0.9887473363
2961411,1.5823903226
2015608,2.0583503845
3304338,2.8748865134
8732843,1.8560241675
5229128,0.0018220473
2179355,4.2215035008
8114500,4.2472784815
6975045,1.5465485525
9892638,0.5201502715
9665265,2.7922478804
2041439,1.7562969368
7532808,1.9807584634
1472022,0.0099683264
8878499,1.7920539724
6048582,2.8159320645
8259150,1.3461814716
4651690,0.6321593687
4920896,0.7672542281
7266673,1.6904389934
4162412,1.6460901945
6405244,2.2925982614
5094891,4.4661196392
9818707,1.8758111842
9923731,0.5162184520
6208948,0.0007126897
5258616,1.8116536206
5074667,2.1346501455
7545270,0.0004212095
2265330,2.3303684848
9564994,2.7136428785
4361037,1.3426176811
6498323,0.7670048967
3537999,0.0003291882
6420121,1.3596270978
2850664,1.3929267032
9304652,0.0032501355
6164816,0.6028610919
7281650,5.9807068925
7720429,0.8077079893
8224252,1.2902230913
4458392,1.7767450240
3477056,2.7696002694
9026157,2.6971330374
6187607,1.3524676000
1043509,2.9587309137
4248829,1.5290701771
8902591,3.1998412535
9291619,1.3249102366
6191310,0.6219323580
3762696,2.9586012296
7383502,1.3933193239
7489440,0.0006298567
8122976,3.4362614816
2590506,1.5224783942
6403411,3.4472754743
6856888,1.7328834215
8706541,0.0003746011
3088848,1.2981416989
9873075,1.3798669437
7566825,2.5586987869
5296827,1.5611928165
5821272,2.6923931773
4271761,3.1812974971
8947340,0.4219698339
8663955,2.9828459103
6911175,2.7909655487
5243684,0.0016825650
5150261,1.2988179592
7587280,1.4716951008
5004082,1.3800754023
3910480,0.8370546675
9759124,2.4529974928
2482678,1.7103021804
6845590,1.9487152501
8848627,0.8044016249
3936220,5.3243024880
2673132,1.4412207596
4695576,2.4583790102
4108036,2.0499875084
8475356,1.3166165084
6477108,0.0011215154
8425008,1.0115150143
4974155,1.2573024503
9399454,2.0712629385
7314105,0.5710939460
2662702,1.7052392233
8426561,2.4283526697
4310229,1.5382094455
1461712,0.0002793643
1751215,1.3371373153
3524534,1.5224703083
9774776,2.4452214706
5645266,3.6317753626
3710432,0.0012375755
3268858,1.9548661155
2346780,0.6249463483
2107560,0.4504076287
2320035,1.8794930262
5337850,1.7777462915
8903430,1.4721463036
8651633,1.4326686821
3152622,3.4616760386
8878232,3.5608332924
3240959,1.9874026524
9951495,1.0875837639
7052025,1.9157262125
2333204,2.2158712637
6046965,0.4241269363
4786815,1.4512357439
7330786,3.2409127385
9243438,0.0035051405
6687040,1.4390872949
7490037,0.6123140059
8434083,3.7358158556
7791864,4.0087468709
4188674,2.9719147256
5737136,0.9530839998
6172615,1.3984037890
5905910,1.2565926642
9184603,2.4896022695
5725158,1.2206977669
1309432,1.3050216280
5134107,2.6387649547
5712584,2.6970860834
4098837,2.6151181453
9601337,1.3456562173
7804203,0.9251321544
9417775,1.4296786162
1020596,3.1243207042
5207684,2.0036387456
7174306,0.7710305124
8100781,0.5437737931
3825728,3.0667186959
7545079,0.0005653657
4389466,4.3803886959
1793014,2.1401327171
1768310,0.0054455245
1886739,3.1056635295
3675347,3.9171775456
3273837,3.1976899775
3426504,1.3945615382
2157673,2.0937594750
7908688,1.7294319388
3398637,1.3294894338
1594762,0.0017971871
5346100,1.2479664422
5517060,1.5844978438
1107352,1.1875116935
5556272,1.4805050196
7239145,2.0178475398
8742051,1.6068306166
4429851,1.1990480522
1125831,1.5023187091
5501381,1.0945169970
5629173,1.4925142128
1846134,1.3007787750
7717090,2.5851621709
3202256,0.7961306127
8543281,1.4952624085
4418319,2.9117056180
6176265,1.1887908235
8616989,2.5612097737
3690289,0.0004886619
4795292,2.1094769862
8476657,3.1779349669
4069305,1.6025786826
6259952,2.0226287219
5211252,0.4741634168
4744139,1.4135775510
8388293,1.3660273713
5293985,1.3667755599
9547700,0.7797567750
9093701,3.6099103103
7146634,2.4012436869
4508413,1.4955406462
5818369,0.2355262006
1529433,2.1538872063
9793449,1.3583439103
9390284,1.6193454063
2717886,0.0011915516
5760481,1.2806922887
9662814,1.3393864613
7970345,2.5666345108
6591183,0.6678126333
9919560,3.3514779009
3929565,3.7981821591
1257898,1.7488133947
8470580,0.4211838595
8997031,3.0959308496
6492719,0.0016811664
8409442,1.8424827779
7845313,1.9069982700
2157341,1.6107357566
3666658,1.3434427136
7310457,0.0015268056
9126319,4.6293764715
4978699,1.0997437695
4061763,0.0022519634
5435743,0.3590540469
5595992,0.4054038520
3835692,1.7883306108
7035128,3.4102889596
4493089,1.8390618407
1220679,2.6284738249
5480152,1.4528387615
5120342,2.1595194831
8712706,1.2955237202
6208395,1.4286709897
7231980,2.5208099909
3219714,2.6564575230
9912880,1.8620936808
4405011,1.8725329071
7458169,0.0004367285
4677515,0.0005988851
9612569,2.4319986134
2359144,1.5981591686
7601345,1.6463181305
7007023,1.4861783898
5608227,1.2768897481
7930396,1.5492238641
8944089,2.4707943197
5462922,1.4082447084
5505713,0.6422489606
7855084,1.2017368209
5785216,0.9210621762
2752284,1.5182168733
4769555,1.4052673008
8150263,1.5513408440
2747191,0.8208432088
1321630,1.5138412993
5720638,0.7056738545
5368004,2.0110550156
7605826,0.9408600129
8512633,1.3228066699
7467025,0.9767139623
7268204,1.3653289645
4991747,0.0009444894
5897198,1.6003537905
3193995,4.3329445347
3529224,3.0767538397
1958496,0.0072472720
1792108,2.5013923047
6246584,0.0011677820
3171720,0.5329683998
3312494,0.7387583880
7193553,1.4086191597
6358099,1.5817321823
5973854,1.5348513080
5083399,3.4852747518
3453685,1.2189136157
4772836,2.7821362833
2831712,0.0011224095
1972976,3.3631811685
4045965,2.9087006364
9248995,1.6532272289
7215816,1.1963046333
1087569,3.9071580313
2213642,3.5247367256
5209117,1.3587964234
7951711,1.4438587057
2219306,1.1301352254
4452233,0.0005220328
4116444,1.2173303027
5797710,1.2884073011
5488777,1.3390100675
1037752,1.3378869971
7295548,1.7063812956
1825637,1.4318396759
7296043,0.8406918394
3020338,1.5451039169
6965527,1.6324247622
8881495,2.1278323025
6954437,1.3347242498
9821583,1.4888264030
2547253,1.8484890544
3965160,0.0004222871
7026513,1.3154760357
6075454,3.1657044687
8486240,1.7739473468
2037984,1.3535880885
9652931,1.6785748709
8251868,0.0016243260
2708464,1.1960873606
9562538,0.7110993704
8777314,1.9915159132
2726858,0.5357793378
3769164,0.0085057516
1897171,0.5154889811
7128184,2.3508250144
7477290,0.0005238219
4208355,3.0543762320
4494800,1.9057574002
5707089,1.3043834702
5417244,2.6568212818
5275887,0.4595208832
8582128,1.4695409610
7926518,1.2275676860
2027335,1.4288075730
2594745,2.2696572897
3271995,1.7457326340
3055031,0.0003442342
4798681,0.6734607655
5653383,2.4593049536
2204130,1.4258339567
8643484,0.0010093339
1790434,1.4225266353
8241315,1.2409903848
4500886,0.0005312584
5847685,0.4408243620
1807579,1.4884603302
8724350,0.0008594917
7757835,4.7144925493
2114196,1.1619063474
9083347,1.3036846615
7101970,1.5067460661
9403068,1.3685679008
4505425,0.0010791351
2861865,1.9623139889
4097519,0.0009411872
5832354,0.5852092127
9052760,2.7114078307
4155058,0.7756866215
6785515,1.2575218701
5312273,1.5445711488
4404001,1.3668294837
5807607,0.4089538760
6961158,1.4863716864
9707041,2.5635639663
5867663,0.0006682679
4390693,2.6214441528
3241157,1.7165986798
9995727,1.5524619423
2301472,2.4121283454
7061952,3.3877209618
7833193,0.0002237597
1507644,0.0008074409
3802660,1.3094408388
3621512,0.0017640398
1165280,1.5319877523
6385559,1.3066373003
8349654,2.9267743224
4816453,0.0008724836
1924982,3.2912247803
4310188,2.1038571310
9532088,4.2149822855
6381240,0.4428752980
7357209,4.3944297285
6078120,0.0010982469
6471138,0.4104749692
5352343,1.2965736734
5759403,3.5225693243
1719178,2.2635941522
2375978,2.3239011322
3285865,1.5369808313
3421342,2.8000658960
8785590,0.0009335202
5697465,1.6246365277
9783910,1.6330279418
2653590,1.9438319126
7005955,3.1715582846
3663799,2.3506336115
5193304,1.5391624151
2241992,1.5817730892
9528097,2.1489029592
7502720,3.3740566403
3131519,0.6913095050
4021199,3.9431326969
2481394,1.2043360895
3492418,1.7008361284
5515488,3.4749707448
6167650,1.4577988750
2174989,1.4100849161
8980758,0.0005957545
1865580,0.0022741109
4226030,1.5840568007
4751243,1.7774571140
5469072,3.3132117013
5299566,3.8224480159
8739187,0.3652859843
7093538,1.6994799453
1071103,1.4363104841
8957580,1.7532501770
3610117,1.8692973032
3300968,1.0445489336
9001902,5.2286240843
3034000,0.4863688334
9907159,2.1657815315
7336147,0.7192736978
3565833,1.4894191575
5405396,1.1971545257
5778234,1.1787504517
9017670,1.0603890077
2766856,1.4442071273
5448931,2.2215174974
8256013,0.0005187828
3651010,3.3460500545
7796959,0.8684857647
4874808,1.2536897569
2945439,0.6183071368
4827549,1.4602820004
9462845,1.2660221382
8920514,2.5792577801
3679952,1.7607349413
8348818,4.0971848150
7264632,1.6217714118
3249901,1.1423478582
8548876,1.2614363487
6398866,1.6585824186
4476152,3.1216722176
5415490,3.0572535647
6044208,1.9666207102
6598683,1.8697375805
8266769,4.9610848247
8763327,0.8236320309
7490045,1.2929824403
2895877,0.0010581380
9893074,4.9595495073
3950645,2.6712790893
9218904,0.8723682643
6324857,1.4766928453
3023082,0.8312899514
9960630,0.5635325597
8110365,2.6479885356
4969606,1.5438492975
6907033,1.5830849018
1455294,1.3848350357
7665278,0.8798814180
4943875,1.6437315748
1663603,1.1347231174
9883033,0.0015751719
6226889,4.4687774563
2148854,1.2095561414
9245984,1.7080624422
5863993,2.5004291004
8107242,1.8922540431
4531686,3.2631764152
8676451,1.6251469635
7168268,3.3218544127
6915946,2.7748838085
9388214,1.6078455670
6800946,4.6327990453
4301968,2.6917470163
2917247,2.0591373537
6899099,1.3121639502
1516300,4.5786069741
7648541,2.1684125952
8008900,3.0619231839
3093429,2.4974905845
4903684,2.3304180792
5364373,1.5479537579
7131724,2.3657941275
9280395,4.8906520421
8718940,2.1281073555
5811902,1.5813670598
1734118,0.0004243897
5931022,2.5572472195
7340312,1.3287937863
3200569,1.1896908777
8081658,0.0006853523
9536937,1.3568953957
3574544,0.0008344000
2772756,4.6061146559
4539363,2.0655915374
6666238,0.7047838380
6295889,0.0003837056
5537465,2.4955031610
9676402,2.1328124991
9673234,1.6853687289
6116592,1.6903322757
9916834,3.1131775191
7333250,1.8702731078
6181009,1.3197014652
6874296,1.7371047400
8505075,1.7185648705
6832303,1.4228806207
8713049,0.9320567572
3955387,0.0455539506
4385602,4.6446778152
6037592,1.1089312568
1494557,1.8008938787
7554658,1.2790632102
9581479,2.8633341869
3797958,3.1590143629
8396258,0.5112372031
6825202,2.1931286833
4504365,1.4730654459
2939533,2.2555972292
7559528,0.0005589794
9024694,3.4016642072
8780612,2.9262696611
5727803,2.7227275587
8928615,0.6693852293
5723589,1.3451046267
7257559,3.2917627127
4928410,1.7759878954
4666420,0.0004371384
8674524,1.4187136407
8341734,0.0005188311
8503116,1.7120513755
3852924,1.4399435497
6678509,1.0847206495
3693085,2.5464910384
3172580,0.0011655841
2841007,0.5747357914
1591666,3.0912735298
7388230,0.4935969145
9105035,1.3108354870
7926026,1.6766432471
2205335,0.0008357662
6056743,0.0008618586
7331903,0.4717481056
8216032,2.0153266959
5900822,4.2024411251
8878039,0.0005842737
2986510,1.2041620749
4318878,1.7148665093
9579603,1.6601406947
2622975,1.5630107427
7220101,1.9033301444
6932186,1.6813793886
2513585,1.9705254360
9200662,0.5557873422
4163224,1.4058551880
4443508,3.3578121328
1610798,2.8302794625
9112522,0.0008298596
6752435,1.3706169553
6757619,0.9871686883
2489720,2.9623388597
7469617,3.1268162644
6906069,0.0003772407
3665172,1.3813725296
8859769,0.0013656702
1615006,0.7348085430
5071998,0.0010215235
7296297,1.4242304899
5471999,1.9126360572
8158053,2.2149323955
2576933,1.3583721776
8584805,0.3010934006
1860880,5.2105301798
6916116,0.3255193125
8955428,1.8167908677
7533493,1.4850818467
9675335,2.3072403641
3667925,1.4052890021
4885385,0.5012919179
4189508,1.0978421547
8591481,0.7191321504
6374928,2.0374671858
7546585,4.2640850241
2259443,0.0018250178
8396138,1.3911954591
4461201,1.5776433030
3315866,1.3232078761
6518067,1.2962785455
7206707,1.5417796360
4884949,1.3551351760
7525581,3.4050163018
5204893,1.5113676255
9187166,4.5677636324
9691690,1.5482113552
9620130,1.7589814159
4635650,3.7036422940
8156635,1.5405762962
1638213,3.2034315045
5621610,2.9439045515
7482141,0.3622841382
8071278,2.5243341205
4661998,2.2629650248
6425012,1.9473839320
4281186,0.0011022595
9973480,1.2185281035
8877127,2.6927035641
2752163,0.4114763473
1472682,1.4721084830
4345821,0.5292689136
7329998,1.5246446976
7982655,1.5801552630
3165968,1.2080953470
1799170,2.1296686123
4366146,2.2592193406
2850869,1.4922768707
4155460,1.3778228074
3389022,3.0471512273
7754731,1.3030607040
1137863,2.1552541333
8763145,1.9250596676
5263127,1.3695891510
1732624,1.2685916491
3428406,3.4874391907
8435842,2.6333673596
8652392,1.4154747706
1557361,1.6631362710
2001898,2.4978953061
6943235,3.5731046622
7448124,1.3648232298
4926471,0.0003078939
2657039,2.5082249145
8083977,1.3669924630
7623622,0.0004539923
7258805,1.0518671624
9395651,3.2658960089
8815087,1.7967190771
6300157,0.6884976093
8940068,1.6046828933
4431158,3.0454409035
2565437,0.8071630974
1626347,1.3235406436
2429392,5.0581558106
9011760,1.4999778475
8997855,0.4719817529
7511782,2.0173956023
3519417,0.4138749025
2378753,2.7259458549
6894551,2.5505459826
9163277,1.2827396674
1545075,2.5516330927
3722029,2.8000334307
7707999,1.5968980247
8374638,0.7345247629
8508054,1.6907362800
1193768,2.7722019012
7066123,0.0005395821
9925365,2.1011191530
9411248,1.4679835811
4850399,2.0605276015
5109922,3.0956551384
5587653,2.0311793389
9784001,0.0007899979
9787348,2.3084923623
1308489,1.7377315758
7538903,1.3763003994
5874224,4.2872283585
1363516,1.3026650988
9331268,2.7454607254
3245798,1.3721567368
4065586,4.0234846446
1167547,3.1440960112
9642468,1.9163064895
5824067,2.4205542849
9490664,3.9113995455
9731712,1.3939379356
9113370,1.4635773276
2396265,0.0003079474
7920046,0.0028942085
1816763,3.0982064258
6919180,1.2431385173
7511416,2.6281149857
4047014,1.3602954432
8502388,1.0312603754
3574733,2.3123243532
6943210,1.2770243331
5099762,0.0008728677
1510153,1.5702576474
7215627,1.2969178999
2072904,2.3316293736
9664899,2.0871567392
1283523,0.9116287631
2193325,2.2005331997
9409852,3.8582923792
8083962,0.0033621766
9210742,3.3301963839
9300439,1.5109835403
3492985,1.6608032380
9373222,1.7623111658
9266488,1.2674471968
1908821,2.9107700871
3302282,1.7416045052
6978727,1.3431968531
2165259,1.3945177783
1563814,0.5266855378
1364995,1.2693554008
4857388,0.0023023233
9918575,2.1905645394
6403023,3.1082588671
2526661,0.6186570594
9778611,0.4586340545
1069924,1.3205210658
1042593,2.7814477282
6742795,2.1652600640
5209760,2.3546970383
6687791,0.0005997601
1013618,0.0048763146
1729020,0.0029946786
2826844,2.7667289792
1828642,1.1854927392
2027188,2.6811570705
8962921,2.8827785814
2260341,1.7262138356
8925839,0.0008818684
4547897,4.2599579095
5553000,0.0007505938
7861888,0.0005237549
8131738,1.6092938344
9289158,2.0817386325
9401037,0.0011213303
9749752,0.9488377583
4947768,1.7060134828
2583526,0.0055927780
9886548,3.9842601934
1976895,0.0003712093
4690025,0.0133089290
9520374,0.0013341838
2969983,1.6539547293
3964753,1.5544314143
9429155,1.2459738532
7767574,0.1488038703
6658148,1.9015073126
9737162,2.8569896550
5011676,2.4856402432
7557327,0.0010376592
7109905,1.9184812405
4798056,0.0006389057
5519957,1.3065022821
8526530,2.3543329520
9854684,2.7277923310
7815043,5.3755868409
3395740,2.1970126952
7876256,2.2768058332
6290211,1.3091620918
1968449,1.8749525074
9407186,0.0011835127
2461156,3.7584353041
8239134,1.2353315283
7535941,0.0105333776
5448059,1.3540676838
2732539,2.3897135117
4367482,1.4562037245
4095884,2.0416406521
6418747,0.2013762112
5186434,0.0006310423
1303935,1.9779656193
2170092,0.3445323928
4770287,1.6931676044
9232413,1.2248325217
2233050,1.2806792283
4708999,2.0786106782
7368699,2.5572892009
7255760,2.8441339448
6152516,1.3520137845
9963697,2.3301289204
2570051,3.0014780825
6175679,1.5516160941
2598681,2.6269166713
1060152,4.2781898052
4909904,1.6525453437
1829080,0.7671078240
3801413,1.2470844356
6369065,0.7239890901
3855138,1.4539051833
2880632,2.8177225387
1165810,1.8138499841
7856479,0.3213467394
8277399,0.0010797692
1445639,1.5613180817
9427824,0.0004869233
3951303,3.4964951926
6258949,1.9827527566
4206631,0.7005052684
2315651,0.0010552410
4760856,0.0007072984
3287917,1.4195640975
4889979,0.7026800728
6831412,1.5290135921
9809644,3.1600117453
6497915,3.3192673773
1159425,3.1660193014
9699358,2.2969194198
1926535,1.2045762356
1052829,1.8817251111
7668856,1.8700830805
5767722,1.6331135512
1414512,0.0007499957
2234372,0.0005165640
2696175,1.3730573027
8155335,0.6887423487
2444501,2.1140038494
5388148,0.4874051681
6198984,0.0006087682
1641225,3.4236215057
2307826,0.8123058335
1909543,2.9627254549
5446705,1.5070345492
9472006,1.4244731326
1088313,1.2723383563
7674724,0.3641591355
2694042,0.9594521299
9376376,1.8285353876
5157672,0.4645156780
8820360,2.3317876955
9023260,2.0205699885
7881797,0.0018879423
9610913,0.7917980427
1281334,0.8186224464
8269902,0.2892866942
2996668,0.0073628489
7234634,1.0944641304
5847525,0.8449623417
9050212,0.0007215225
2070332,3.1478865612
1075189,3.3950656048
5539151,2.8517819798
5678646,2.9733206895
7372388,2.1747518914
9573752,2.0377959982
3477017,2.0362245818
4809996,1.6223294405
4309894,1.5313283511
5101267,2.7935050247
7988603,1.9006378986
8021808,3.1234746603
2952056,1.8187056058
3814978,0.3318426820
7313974,1.7957971874
5826053,1.4080243435
4232093,1.5581685245
9709388,1.1368667403
2997499,1.4293563056
5847872,1.0296718944
6263764,3.2327541446
9172960,1.3546469799
5182489,0.0016929182
8515426,1.2717139755
7807341,0.0052960313
1199537,1.3176475727
2808426,2.0689436131
2076747,0.0004688116
2870592,1.3025506324
3782291,2.9043148934
9555408,1.5416650024
2456801,0.0005643895
8692437,1.3139243298
2086684,1.2664682784
9101827,3.1203547032
2648880,1.3584445315
4152203,3.2123092763
5743724,2.5377796050
1715309,1.3938357732
9971362,1.1974101847
2620734,2.5185176783
3185482,0.6453975327
5260640,2.8728362862
1019724,1.9133935018
4650113,2.4720865089
3118609,1.2166872220
5813328,2.0011023929
7352046,0.0001182192
2273672,0.2505326855
7929917,1.6008941291
8817582,0.0011701025
1734725,1.3329448655
6311337,2.2497417836
1531825,1.2180492141
3920801,3.9754348433
4153678,1.4916242884
8684205,3.5789342050
6693975,0.0021085555
6724826,0.0004930043
7869407,1.5998762451
4115016,1.7254073343
9042216,2.3834375715
6575956,2.7978016327
3559081,3.1964111606
7405005,2.3126043540
9451136,2.3263674408
6809750,4.2436901179
9207856,0.9699982056
6494190,0.8433148721
1046016,3.1003007856
7667215,2.3631666005
2275553,0.0013299373
3063628,1.3205227256
2310315,3.3073506003
5415213,1.2328560768
9014287,2.1051618211
2378462,0.0005476440
7679842,1.4474112154
3191111,2.7067232450
2687982,2.3493708469
5347951,1.2915955060
6180381,1.4005450045
7025165,0.2807844242
8554503,1.2744978289
3688330,1.2954378903
7651181,1.3863654114
8990014,4.0756268614
7935284,1.2262826197
3851418,1.8009975140
6961621,2.6336828276
9168766,0.0007788252
6286055,0.9075151129
1677400,3.1434582655
6711122,2.3367677338
1363272,2.7746418103
3911658,1.3712775892
2893366,0.0060560107
5089346,3.4818706876
8202841,1.2206684038
2370240,1.0337864871
8279515,5.3475440020
6652586,1.2775056230
4660413,0.8473951265
4126485,0.0011310267
7138086,2.8206402681
8962917,1.5705590046
5868986,0.0025582518
6591679,1.0072317677
7353916,2.4244199102
5617261,2.0097135108
4235878,1.3726357960
2572361,1.4787047378
1133213,1.5518598900
2269269,2.5669832471
3190388,5.6704919462
3041885,0.0008397072
8594440,1.5417182192
1043609,0.6303581375
4155043,4.6200301386
1423987,1.9834075778
4560824,0.0023376356
2925709,1.4628627355
5163213,1.2954106370
4308773,1.0804621617
4134655,0.4583289119
1999635,0.5775174090
7941370,2.0754904063
2274102,2.1757650948
7395776,0.0007733367
1985433,4.0741294167
4974982,2.7584112603
2549425,3.3134730156
2607569,3.7324147848
7232405,0.5150117718
2938143,2.0132940089
4584672,0.0010822721
6476404,2.9619783397
6543384,2.5753770477
4673865,0.2876351596
3524826,2.0287935223
8916943,1.0488127349
1190859,1.8980893113
9790624,1.9738796099
8128772,1.2572567938
3759302,2.2694046681
7933928,3.0762930842
3926344,0.4550208424
2395724,0.3106807659
8921590,1.9328602553
2470697,0.0003208806
1865567,1.8799585680
8699486,2.2157548634
1972674,2.4725060226
8174259,0.4275800731
5934664,1.3010248716
7815904,1.2935760047
8479478,1.2722373783
3074073,0.0015220035
8091421,2.1239890773
4867978,1.3695082385
9832899,1.3187783995
3677893,0.6767180889
6361812,1.3498496681
4575328,0.0007491175
7961836,1.1755213402
2421296,1.6674977544
7366550,1.7887558238
9447151,0.0008956905
8306938,1.1509805589
5980145,0.6002089609
7733132,2.7637684143
6114178,1.0914947105
9917321,0.0019227359
9963124,3.5112786299
8665463,1.3286323614
4021242,1.3282420744
2606321,1.3056762038
4666181,0.0007934402
8061601,2.9435730312
5778218,1.5961461837
8236082,2.4138738184
4640093,2.4226729292
9657209,1.6773353684
2768756,2.3862960833
7623230,0.6736437021
2846921,2.3759839250
6626299,0.0011831327
6647143,1.0349359845
6148101,1.7882739798
8243703,1.5251225417
5507135,1.4686543170
8304175,0.0008351116
8879394,1.4954313405
1568986,0.0007904897
1305165,0.0056341037
6389919,1.2342871575
4922897,0.5512667703
6384826,4.8390897877
9072531,1.4908110447
3290776,1.1680262936
7780898,1.8059684875
4251297,1.2295028991
6999701,1.9043155747
8671349,3.0627558071
8391473,3.9425518273
2528927,1.3056671818
2265884,0.0009167216
1195867,1.3525974023
1036978,0.0010080531
7730429,1.3736953700
7073920,1.4515411467
3920588,3.6022100407
8724528,1.9839088421
6197058,1.7606970083
6434912,3.6272330164
6900143,1.2656609607
7677966,0.0001139871
7593401,0.5628589652
9236899,3.5364837720
6824135,1.6187871566
5942423,2.5503099546
1917643,3.4365352935
5460566,0.0019717695
1427179,0.4044345944
3800996,0.6616469480
8326536,1.9968336037
8273419,0.5055213466
8939474,2.6206103718
1639110,1.4476337148
3608722,1.4773778058
6097870,1.3066220605
2389231,3.9574196148
9139248,2.7291100292
3947566,3.1298542650
4175010,3.6250437020
1091916,1.6357620884
1574565,1.3450166743
8040270,2.0535776918
4445822,1.4219601867
5746340,1.5298750663
7732838,3.5927056305
2174851,1.0276143238
3714301,3.4792013783
2470930,3.3648447688
3001896,0.0015851286
1796285,1.5851374831
2038232,2.4569372310
4789642,1.4367517212
5434680,1.4270088204
1978541,2.0896158975
4210792,0.0006442395
1177000,1.8410514792
8068555,1.6471152186
7305623,3.5067758396
4365724,0.0003304067
2521470,2.2551350309
